Cycle,Discharge_Capacity_mAh_g,Coulombic_Efficiency_%,DCIR_mOhm,Chemistry,Binder,SOH_%
36,144.7320115572146,99.69039685349989,28.30592832301782,LFP,PVDF,93.37549132723522
37,144.52553865832414,99.55258843687552,28.23274295117354,LFP,PVDF,93.24228300537041
38,144.31028695190722,99.65838928654244,28.069089331335764,LFP,PVDF,93.10341093671434
39,144.10536106022886,99.61127308128367,28.821175117613194,LFP,PVDF,92.97120068401861
40,143.90495588744267,99.68235325238669,29.379835373709266,LFP,PVDF,92.84190702415655
41,143.7033588906121,99.59554662488077,29.064488090199465,LFP,PVDF,92.7118444455562
42,143.500116755127,99.62494738729829,29.234949844047456,LFP,PVDF,92.58072048717871
43,143.29932210912824,99.65151419687612,30.2483173889875,LFP,PVDF,92.45117555427629
44,143.1003692775599,99.66520092438114,29.2165109340466,LFP,PVDF,92.32281888874833
45,142.89991101207988,99.55761304354344,29.62797897831962,LFP,PVDF,92.19349097553541
46,142.7066680814652,99.59668255464176,30.247306025482285,LFP,PVDF,92.06881811707433
47,142.51327347989505,99.58550386858536,29.553085564642544,LFP,PVDF,91.9440474063839
48,142.32494394535274,99.57249069276136,30.084173400455747,LFP,PVDF,91.82254448087274
49,142.1311554802458,99.68939715155462,30.644727417493492,LFP,PVDF,91.69751966467472
50,141.93437055128373,99.61740086201662,30.899041247315285,LFP,PVDF,91.5705616459895
51,141.75130064539024,99.53019377835248,29.374146961858074,LFP,PVDF,91.45245202928403
52,141.5609286348428,99.63527497013625,31.013175250322988,LFP,PVDF,91.32963137731794
53,141.37285075818508,99.69169013398265,30.22423258615908,LFP,PVDF,91.20829081173231
54,141.1905139215364,99.63346147328552,29.836488776597918,LFP,PVDF,91.09065414292671
55,141.0065286339162,99.50217993518153,30.31827151247652,LFP,PVDF,90.97195395736529
56,140.8219072152771,99.5503002142059,31.440065150570955,LFP,PVDF,90.8528433646949
57,140.6331579589629,99.63427316618585,30.54523618798574,LFP,PVDF,90.73106965094381
58,140.45215999339854,99.53201099907209,30.297503220575017,LFP,PVDF,90.61429676993454
59,140.27231020499335,99.58610246684776,30.98680170863345,LFP,PVDF,90.49826464838281
60,140.09325719627444,99.59920938743635,30.280291237556387,LFP,PVDF,90.38274657824157
61,139.90866267796022,99.5107455431907,30.031726656217327,LFP,PVDF,90.2636533406195
62,139.7300399479812,99.55077741937254,30.2177594438213,LFP,PVDF,90.14841286966528
63,139.5484747071444,99.38839824359646,30.296091677915545,LFP,PVDF,90.0312740046093
64,139.37007624012958,99.49599553811457,30.42380538702459,LFP,PVDF,89.91617821943844
65,139.19862349861074,99.53138430964394,30.47765434529882,LFP,PVDF,89.8055635474908
66,139.0234023609156,99.47846496168809,31.56174948960643,LFP,PVDF,89.69251765220362
67,138.8428698683249,99.61935883262872,30.72376016879829,LFP,PVDF,89.57604507633864
68,138.67043225159503,99.4631572418834,31.131334566647727,LFP,PVDF,89.46479500102905
69,138.4934057952674,99.50962919688905,32.31357681981202,LFP,PVDF,89.35058438404347
70,138.31582920117805,99.53517581444095,31.547923280525747,LFP,PVDF,89.23601883946971
71,138.1448187455788,99.59774927121212,32.01511547704205,LFP,PVDF,89.12568951327664
72,137.97482775963286,99.45097799591387,31.104639742403258,LFP,PVDF,89.01601790944056
73,137.7970779619611,99.57805269749966,31.22457803761734,LFP,PVDF,88.90134062062006
74,137.62932826343416,99.5175667284045,31.00173723253296,LFP,PVDF,88.7931150086672
75,137.44468625303128,99.46517663150696,31.337870126144328,LFP,PVDF,88.67399113098791
76,137.28337049719656,99.53458992849406,31.637180678063917,LFP,PVDF,88.56991644980423
77,137.10995994497918,99.51870542534947,31.514020968553496,LFP,PVDF,88.45803867418012
78,136.93801772749208,99.47604358462236,31.417405067514114,LFP,PVDF,88.34710821128522
79,136.76881574786537,99.50688014353146,31.561271742201203,LFP,PVDF,88.23794564378412
80,136.59260167272507,99.48149292735478,32.32155753606545,LFP,PVDF,88.12425914369359
81,136.42831646361918,99.50383534689601,31.892667436811585,LFP,PVDF,88.01826868620593
82,136.2608346233265,99.52869855064242,32.288539722096154,LFP,PVDF,87.9102158860171
83,136.09535150774678,99.57235643284787,32.646834541709715,LFP,PVDF,87.80345258564309
84,135.92087479741826,99.42865881547442,33.10078965725873,LFP,PVDF,87.69088696607629
85,135.75186411894185,99.5947250783539,31.8786242796822,LFP,PVDF,87.58184781867216
86,135.58498393173778,99.38802206918847,33.47882079781809,LFP,PVDF,87.4741831817663
87,135.42176644007495,99.47561890549501,33.215800778981816,LFP,PVDF,87.3688815742419
88,135.25286115566107,99.51023380585346,32.20351806389775,LFP,PVDF,87.25991042300714
89,135.08345651249212,99.4925048522942,33.86715724821355,LFP,PVDF,87.15061710483363
90,134.9200656487287,99.44498457929761,34.04174480106363,LFP,PVDF,87.0452036443411
91,134.75259957385109,99.46340418785569,32.40215591970973,LFP,PVDF,86.9371610153878
92,134.58929281315903,99.44687692370982,32.913755296294404,LFP,PVDF,86.83180181494131
93,134.418649204921,99.43980081429999,34.05240255958612,LFP,PVDF,86.72170916446515
94,134.254425010651,99.50951614715382,34.01651938076732,LFP,PVDF,86.61575807138775
95,134.0891629269601,99.48267822198731,32.96904203871276,LFP,PVDF,86.50913737223233
96,133.92115332004371,99.42799730508911,33.09869864667342,LFP,PVDF,86.40074407744756
97,133.7619051862333,99.50546157368275,33.50094420558276,LFP,PVDF,86.29800334595697
98,133.5975365245993,99.47370834441224,33.809045970382044,LFP,PVDF,86.19195904812858
99,133.4327642574509,99.4968708008663,34.156509543060594,LFP,PVDF,86.08565435964574
100,133.26829540606525,99.48561555539084,33.737827279139545,LFP,PVDF,85.9795454232679
101,133.1012538694303,99.41061243548594,34.005069432266296,LFP,PVDF,85.87177668995504
102,132.94098548991207,99.42200243234151,34.65494187626751,LFP,PVDF,85.76837773542714
103,132.77820960776643,99.4853462682141,33.313366405781196,LFP,PVDF,85.66336103726866
104,132.61406055320458,99.4764905981511,33.82487388868804,LFP,PVDF,85.55745842142231
105,132.45344906411592,99.44293749160299,34.82669917176911,LFP,PVDF,85.45383810588123
106,132.29284326590533,99.44787902057003,35.2704136753744,LFP,PVDF,85.35022146187441
107,132.1352174234829,99.50394518199813,34.58335488423133,LFP,PVDF,85.24852736998898
108,131.96823696032536,99.40855147897342,34.704226970530634,LFP,PVDF,85.14079803891958
109,131.8068640328605,99.46357148131469,33.934344022679554,LFP,PVDF,85.03668647281322
110,131.64446730748176,99.42421163072325,34.694824733646904,LFP,PVDF,84.93191439192371
111,131.4777521425409,99.42155958336862,34.94523453291005,LFP,PVDF,84.82435622099413
112,131.32246282917578,99.48552224435106,34.44494100726946,LFP,PVDF,84.72416956721018
113,131.1619707477375,99.4700110113513,34.57848646189876,LFP,PVDF,84.62062628886291
114,131.0086390157784,99.46758916448624,34.87456832620925,LFP,PVDF,84.52170259082479
115,130.8403408603326,99.49037747784683,34.24014239555545,LFP,PVDF,84.41312313569844
116,130.6816986320439,99.42435962632338,34.92415833116636,LFP,PVDF,84.31077331099605
117,130.52077135746205,99.45562870385695,34.78289601399309,LFP,PVDF,84.20694926287874
118,130.3576545672611,99.40425475144885,35.09499470435583,LFP,PVDF,84.10171262403942
119,130.20507601681192,99.43422854862855,34.7595242636385,LFP,PVDF,84.00327484955608
120,130.04459044399906,99.40978002859738,36.38105456147979,LFP,PVDF,83.89973577032197
121,129.8855933727074,99.41941844523339,35.8671849071081,LFP,PVDF,83.79715701464994
122,129.72157473887555,99.44262219185663,36.11820463828898,LFP,PVDF,83.69133854121003
123,129.56978942552547,99.37026294622525,36.41834247721468,LFP,PVDF,83.59341253259707
124,129.40284773658718,99.51411665402115,35.91688439785812,LFP,PVDF,83.48570821715302
125,129.25047886404937,99.35753313037458,35.17384057617485,LFP,PVDF,83.38740571874152
126,129.09714612655807,99.34547441206041,36.154213083637096,LFP,PVDF,83.28848137197295
127,128.92964984493048,99.46245210359127,36.33368223604175,LFP,PVDF,83.18041925479386
128,128.77315829821936,99.44250503087547,36.73087894836866,LFP,PVDF,83.07945696659314
129,128.61757979224288,99.43251559246174,36.18331909245936,LFP,PVDF,82.97908373693089
130,128.4583808806678,99.43112670674896,35.65516060559113,LFP,PVDF,82.87637476172115
131,128.2980355682849,99.39750880648863,36.04755181159745,LFP,PVDF,82.77292617308703
132,128.14587428163995,99.35168178924826,36.28616459279727,LFP,PVDF,82.67475760105803
133,127.98564654152068,99.39876951660756,36.931834482663206,LFP,PVDF,82.57138486549721
134,127.83360199722165,99.3595671760861,36.861556609337825,LFP,PVDF,82.47329161111074
135,127.67295274031801,99.44063819176678,36.51219345179569,LFP,PVDF,82.36964692923743
136,127.52407178882993,99.38299703269546,37.85303049758596,LFP,PVDF,82.27359470247092
137,127.3609635649723,99.34755327891763,37.17154963871378,LFP,PVDF,82.16836359030471
138,127.20641806513254,99.37124741526121,36.51445358347199,LFP,PVDF,82.06865681621454
139,127.0540745609835,99.40646197566474,36.32356494524081,LFP,PVDF,81.97037068450548
140,126.89236928885538,99.35613779740989,36.50571827836867,LFP,PVDF,81.86604470248734
141,126.74134955228612,99.34173135730525,36.771915456769015,LFP,PVDF,81.76861261437814
142,126.58937064104701,99.3935546269604,36.68136274651911,LFP,PVDF,81.6705617039013
143,126.42558490919268,99.39215583266162,36.81313404810261,LFP,PVDF,81.56489348980173
144,126.27609489213737,99.3531067463651,37.09019033738769,LFP,PVDF,81.46844831750798
145,126.12162915831223,99.35345737274164,36.94674719058951,LFP,PVDF,81.36879300536273
146,125.96867780907667,99.38717597178803,38.47353084925285,LFP,PVDF,81.27011471553334
147,125.80827807375915,99.30174207442047,36.92046749132328,LFP,PVDF,81.16663101532848
148,125.65385735939981,99.30235437815026,37.88902277914051,LFP,PVDF,81.06700474799987
149,125.5053870565619,99.33539492248333,37.740793653979324,LFP,PVDF,80.97121745584639
150,125.35088688660075,99.35924246976155,38.96475723381721,LFP,PVDF,80.87153992683919
151,125.19709382534906,99.3840658656247,37.3040778043361,LFP,PVDF,80.7723185969994
152,125.04389935034638,99.44090176664515,37.95571119809148,LFP,PVDF,80.67348345183638
153,124.88750838140044,99.40863805924809,39.17894086655074,LFP,PVDF,80.57258605251641
154,124.73710401794766,99.35638677616146,39.05101425178796,LFP,PVDF,80.47555097932107
155,124.58431520112397,99.36206887056228,39.03414414189856,LFP,PVDF,80.37697754911224
156,124.42849116890409,99.31153639913597,37.995805654089885,LFP,PVDF,80.27644591542199
157,124.28359889810913,99.35938746236117,37.901775174780134,LFP,PVDF,80.18296703103816
158,124.12695914778696,99.3445373644862,38.97728643984886,LFP,PVDF,80.08190912760449
159,123.96966815822236,99.37377019006537,39.57875197825517,LFP,PVDF,79.98043106982088
160,123.82308412728334,99.31494333441374,38.913525786027854,LFP,PVDF,79.88586072727956
161,123.66623044014528,99.38094934901632,39.0232253789398,LFP,PVDF,79.78466480009374
162,123.51972303112261,99.43030250368972,38.51995818732057,LFP,PVDF,79.69014389104684
163,123.36921179129858,99.34691735178419,39.578985866383874,LFP,PVDF,79.59303986535392
164,123.21181479028418,99.3711368888278,38.49408749711505,LFP,PVDF,79.49149341308657
165,123.06587408233958,99.38426046654605,38.84735847280849,LFP,PVDF,79.39733811763844
166,122.91309538396341,99.32840010910732,39.13087287723283,LFP,PVDF,79.29877121546026
167,122.7633619733907,99.35837940717916,39.37522075736891,LFP,PVDF,79.20216901509077
168,122.6157902891987,99.34652372361698,38.92481946483016,LFP,PVDF,79.10696147690238
169,122.4587329367612,99.34950278682129,38.7496736494784,LFP,PVDF,79.00563415274917
170,122.3067418713653,99.30469881879135,39.821240084883264,LFP,PVDF,78.90757540088083
171,122.15603302373715,99.34331048268855,39.25726110648051,LFP,PVDF,78.81034388628203
172,122.00611685814543,99.36572578869341,39.92247644284522,LFP,PVDF,78.71362377944867
173,121.85835967262112,99.4121290851971,39.14872543054841,LFP,PVDF,78.61829656298137
174,121.70980482647883,99.38628650571735,39.882280203709634,LFP,PVDF,78.52245472676054
175,121.55996528215418,99.4447380762445,40.06517886510317,LFP,PVDF,78.4257840530027
176,121.41213379226099,99.29747239592275,39.18364707364485,LFP,PVDF,78.33040889823289
177,121.26037122625131,99.37822136266891,39.83320855638784,LFP,PVDF,78.23249756532343
178,121.11553550229209,99.34254263017259,39.50882935387795,LFP,PVDF,78.13905516276908
179,120.9613860707518,99.44164042596299,39.44674994094554,LFP,PVDF,78.03960391661407
180,120.82150791589731,99.29051457471115,41.379920464779886,LFP,PVDF,77.9493599457402
181,120.66655377157024,99.28772697848801,40.12470768994945,LFP,PVDF,77.84938953004531
182,120.51359642359934,99.29853130531407,41.17974889170927,LFP,PVDF,77.75070737006409
183,120.36460788618844,99.22109821887504,40.14928130952753,LFP,PVDF,77.65458573302479
184,120.22108196734501,99.29980143885005,41.083005444447856,LFP,PVDF,77.56198836602904
185,120.07093924860948,99.28693277751044,41.32045571977937,LFP,PVDF,77.46512209587708
186,119.92588761018143,99.33121327646208,41.07127748121569,LFP,PVDF,77.37154039366544
187,119.77746196542462,99.3395894400414,40.90315237710032,LFP,PVDF,77.27578191317718
188,119.62828087173384,99.41512203811075,40.86368182829454,LFP,PVDF,77.17953604627989
189,119.47857633783427,99.36765026847934,40.817736533086,LFP,PVDF,77.0829524760221
190,119.32934958740961,99.29010312595935,42.059058288495656,LFP,PVDF,76.98667715316749
191,119.185491841227,99.27285038679028,41.94123881557546,LFP,PVDF,76.89386570401743
192,119.04249748593104,99.34119339911337,42.290053821333025,LFP,PVDF,76.80161128124583
193,118.89382692240437,99.24941553945818,40.68859444697109,LFP,PVDF,76.70569478864799
194,118.74286302834801,99.4058332683654,41.98173495040729,LFP,PVDF,76.60829872796646
195,118.60069444853394,99.37206877061439,42.47668091364208,LFP,PVDF,76.5165770635703
196,118.45506438405447,99.28847765529252,41.04246613233132,LFP,PVDF,76.42262218326094
197,118.30514906014963,99.2251225594436,40.89299253473355,LFP,PVDF,76.32590261945138
198,118.1623124936918,99.37731886442492,42.322241298580124,LFP,PVDF,76.23374999593018
199,118.01623492842192,99.30274726347245,42.06894622635983,LFP,PVDF,76.1395064054335
200,117.86699848739032,99.36921707115417,42.68365755351655,LFP,PVDF,76.0432248305744
1,157.5605758625678,99.84360952488109,26.80871649967927,LFP,UV-Binder,99.72188345732138
2,157.12963949843575,100.0,26.106419813383113,LFP,UV-Binder,99.4491389230606
3,156.71190561029042,99.89837170847774,27.176386855829442,LFP,UV-Binder,99.18475038625975
4,156.3052054515176,99.87448834473939,25.691051031406243,LFP,UV-Binder,98.92734522247949
5,155.91094933960952,99.81401707820532,27.13724633591122,LFP,UV-Binder,98.67781603772754
6,155.52140608905808,99.88378366865732,27.033193705583486,LFP,UV-Binder,98.43126967661904
7,155.14561770498975,99.81196140284763,27.101843689288103,LFP,UV-Binder,98.1934289272087
8,154.78178912564346,99.83895800631875,27.329566456233778,LFP,UV-Binder,97.96315767445788
9,154.41730669545186,99.95311231147794,27.242047981885996,LFP,UV-Binder,97.73247259205814
10,154.060762808097,99.81268930624495,27.05244064326283,LFP,UV-Binder,97.50681190385886
11,153.7199301770264,99.86747118549927,26.142489755364775,LFP,UV-Binder,97.2910950487509
12,153.3768656733099,99.76749232317033,26.025052358982506,LFP,UV-Binder,97.07396561601894
13,153.04057395455104,99.79367120979657,27.88169569563137,LFP,UV-Binder,96.86112275604496
14,152.71877179349113,99.87685352836407,27.353300629041478,LFP,UV-Binder,96.65745050220957
15,152.39749097001985,99.7499789353833,27.793074581952354,LFP,UV-Binder,96.45410820887332
16,152.08926119341518,99.86508204272931,27.243044703025102,LFP,UV-Binder,96.25902607178176
17,151.78320849798902,99.80309572587782,26.594616377924787,LFP,UV-Binder,96.06532183417028
18,151.48637899687367,99.7329471916337,26.690371584405103,LFP,UV-Binder,95.87745506131245
19,151.18563276116552,99.78616495063771,27.891130574457943,LFP,UV-Binder,95.68710934250983
20,150.8921622033881,99.7967557408956,27.460611789798925,LFP,UV-Binder,95.50136848315702
21,150.60811170613573,99.77290922603687,27.081049453400674,LFP,UV-Binder,95.32158968742768
22,150.31621301613362,99.65710333243872,27.743189093482876,LFP,UV-Binder,95.13684368109723
23,150.04498834451607,99.69315659941154,26.96841787415027,LFP,UV-Binder,94.96518249652915
24,149.77204469962226,99.71113742494488,28.083942803828798,LFP,UV-Binder,94.7924333541913
25,149.49457553001173,99.71389059243005,27.537986808870194,LFP,UV-Binder,94.61681995570362
26,149.23537257603698,99.74284182406562,28.675118201274376,LFP,UV-Binder,94.45276745318796
27,148.9693686760876,99.71498435099625,27.780723917847148,LFP,UV-Binder,94.28441055448583
28,148.70684036854374,99.63371640760401,28.150440298163605,LFP,UV-Binder,94.1182533978125
29,148.45288602788776,99.71396923917646,27.343241079816202,LFP,UV-Binder,93.9575228024606
30,148.20372436537022,99.72005394170179,27.544893775589117,LFP,UV-Binder,93.79982554770268
31,147.94626754183057,99.71216729743442,28.26498711281337,LFP,UV-Binder,93.636878191032
32,147.69803000524428,99.73295600589495,28.519877669434244,LFP,UV-Binder,93.47976582610397
33,147.45009955802934,99.71543664152412,28.840041096238608,LFP,UV-Binder,93.32284782153756
34,147.2056305962851,99.69160580090765,28.303325157418605,LFP,UV-Binder,93.16812063056018
35,146.9697709507965,99.66012583594363,29.189963772253087,LFP,UV-Binder,93.01884237392183
36,146.72610151648794,99.57565285570819,29.60024479437841,LFP,UV-Binder,92.86462121296705
37,146.49246226528027,99.67532647716503,29.5197019777867,LFP,UV-Binder,92.71674826916473
38,146.256483347983,99.65945095516213,28.119237650696714,LFP,UV-Binder,92.56739452403987
39,146.02702072044815,99.65794134638185,29.08101389451566,LFP,UV-Binder,92.42216501294187
40,145.79616322205123,99.57589415685587,28.409860356836347,LFP,UV-Binder,92.27605267218433
41,145.56968090364973,99.58111983478199,28.764090031725058,LFP,UV-Binder,92.1327094326897
42,145.33819257470287,99.68334185203828,30.333325186534292,LFP,UV-Binder,91.98619783209043
43,145.11374022732252,99.62428707523426,28.724991085803026,LFP,UV-Binder,91.84413938438134
44,144.88804197889723,99.65598819954127,29.51777630690271,LFP,UV-Binder,91.70129239170711
45,144.66760682220118,99.61904378270276,29.83631146863624,LFP,UV-Binder,91.56177646974758
46,144.44950122294057,99.6148954234086,30.08492994108821,LFP,UV-Binder,91.42373495122821
47,144.2314764519967,99.6561653244422,29.87929736697383,LFP,UV-Binder,91.28574458987134
48,144.00862308495113,99.57935491797917,28.859541694838367,LFP,UV-Binder,91.14469815503236
49,143.79747468647923,99.6059304783876,29.572922616487986,LFP,UV-Binder,91.01105992815141
50,143.5836482622448,99.57403801203333,30.035423286769422,LFP,UV-Binder,90.8757267482562
51,143.36672592598427,99.57151316469762,29.255732998289666,LFP,UV-Binder,90.7384341303698
52,143.15816114764698,99.57392326661008,29.861253862418362,LFP,UV-Binder,90.60643110610567
53,142.9383498228363,99.59668901271371,29.306406217582737,LFP,UV-Binder,90.46731001445335
54,142.72612960821422,99.5579007791748,29.477156994310043,LFP,UV-Binder,90.3329934229204
55,142.51473053076293,99.6409362397579,30.19384655240319,LFP,UV-Binder,90.19919653845754
56,142.31572948707102,99.52978155273824,29.74543150808612,LFP,UV-Binder,90.07324651080445
57,142.10531338426486,99.56158402651845,30.69508169652312,LFP,UV-Binder,89.94007176219296
58,141.89619129034372,99.54540791943933,31.018929938274532,LFP,UV-Binder,89.80771600654666
59,141.69107082084412,99.63626038965813,31.321173398218164,LFP,UV-Binder,89.6778929245849
60,141.4815603723386,99.57030542359045,30.20030048848962,LFP,UV-Binder,89.54529137489786
61,141.28778258356326,99.60868429374302,30.214965164518137,LFP,UV-Binder,89.42264720478687
62,141.07711504468818,99.47947566852378,30.169135680668802,LFP,UV-Binder,89.2893133194229
63,140.87408360465892,99.56381412389338,31.31286049908727,LFP,UV-Binder,89.16081240801198
64,140.67368051372637,99.59169645996246,31.532951452973805,LFP,UV-Binder,89.03397500868758
65,140.4713888405395,99.54812691667738,30.263172289651283,LFP,UV-Binder,88.90594230413893
66,140.26973113922733,99.5941281395396,32.152424492487384,LFP,UV-Binder,88.77831084761225
67,140.06645024220666,99.51187384492711,30.463942567302944,LFP,UV-Binder,88.64965205202952
68,139.87062528372624,99.6051316827907,31.522592670602144,LFP,UV-Binder,88.52571220489003
69,139.67585277791667,99.64657632740487,31.938121038901834,LFP,UV-Binder,88.40243846703586
70,139.47582597690902,99.51049685755466,32.34193824749217,LFP,UV-Binder,88.27583922589179
71,139.27872099622255,99.50341048068877,32.108173864264856,LFP,UV-Binder,88.15108923811553
72,139.0751106368934,99.59544032732873,32.363456166139585,LFP,UV-Binder,88.02222192208444
73,138.87691272159304,99.59887311717844,31.51890038508561,LFP,UV-Binder,87.8967802035399
74,138.68325992211197,99.49091207399586,32.549650227493025,LFP,UV-Binder,87.7742151405772
75,138.48806356275153,99.49324272320457,31.16022969276935,LFP,UV-Binder,87.65067314098198
76,138.2959270250571,99.49739552433788,32.86963331212105,LFP,UV-Binder,87.52906773737791
77,138.09279037461081,99.44152991501907,32.25518475230747,LFP,UV-Binder,87.40050023709546
78,137.90814195582846,99.46012183115609,32.87459553992499,LFP,UV-Binder,87.28363414925852
79,137.70921463071727,99.45318300094435,32.2246365690366,LFP,UV-Binder,87.15773077893499
80,137.5149813695202,99.46236872894266,32.68715539039305,LFP,UV-Binder,87.03479833513936
81,137.32022583349266,99.4964252352641,32.532805321872225,LFP,UV-Binder,86.91153533765358
82,137.12571379590986,99.50730275354319,33.023179043510666,LFP,UV-Binder,86.7884264531075
83,136.94097000854202,99.57058061668131,31.80325996406118,LFP,UV-Binder,86.67150000540634
84,136.74693881010523,99.44063188837883,31.840704167981126,LFP,UV-Binder,86.5486954494337
85,136.55145434512437,99.53728952954492,32.29420646802029,LFP,UV-Binder,86.4249711045091
86,136.36042260266416,99.47492701695332,32.199089360226374,LFP,UV-Binder,86.30406493839504
87,136.17265398471906,99.48073497476416,33.70356713318441,LFP,UV-Binder,86.18522404096143
88,135.98838384208184,99.51455892013756,32.47842797471609,LFP,UV-Binder,86.06859736840623
89,135.79266781243726,99.42231915782934,34.07173051163826,LFP,UV-Binder,85.94472646356789
90,135.59935413084426,99.49524004259784,32.873791583542214,LFP,UV-Binder,85.82237603217992
91,135.4138836065091,99.48213291078422,32.6442358313774,LFP,UV-Binder,85.70498962437286
92,135.22489370998335,99.49614953364318,33.93939701428496,LFP,UV-Binder,85.58537576581224
93,135.02903981246445,99.4837274843426,33.75741555100175,LFP,UV-Binder,85.46141760282559
94,134.84870780008197,99.58980104929832,33.51639143290628,LFP,UV-Binder,85.3472834177734
95,134.66023406941719,99.4329404484765,33.710727101875264,LFP,UV-Binder,85.22799624646657
96,134.4753822796191,99.43609293710205,34.11840355654453,LFP,UV-Binder,85.1110014427969
97,134.29151279318495,99.42932455358985,33.216909482662594,LFP,UV-Binder,84.99462835011705
98,134.10231848086937,99.4305695124104,34.832667832113486,LFP,UV-Binder,84.87488511447428
99,133.9114009268013,99.42435833855903,34.869586324293564,LFP,UV-Binder,84.75405121949449
100,133.72244833688572,99.51358493985003,34.30065137269387,LFP,UV-Binder,84.63446097271247
101,133.54733560679833,99.52308739843154,33.479084901858286,LFP,UV-Binder,84.52363013088502
102,133.3539240606101,99.4214741696639,34.52045648486258,LFP,UV-Binder,84.40121775987981
103,133.1681984983285,99.40636380930273,33.384396817958354,LFP,UV-Binder,84.28366993565095
104,132.98277040836425,99.46954286269875,33.381305004411615,LFP,UV-Binder,84.16631038504066
105,132.79839538983146,99.41637141908714,33.91536577702242,LFP,UV-Binder,84.04961733533636
106,132.6125953572633,99.47365924229236,34.40524591347864,LFP,UV-Binder,83.93202237801475
107,132.4268005323289,99.45020808825127,35.296545010816764,LFP,UV-Binder,83.81443071666386
108,132.2426367701875,99.36234284266536,35.09433813953262,LFP,UV-Binder,83.69787137353639
109,132.06019477543083,99.51359187232269,35.20541304239996,LFP,UV-Binder,83.58240175660178
110,131.87493555149607,99.52411514699972,34.650986668896145,LFP,UV-Binder,83.46514908322536
111,131.69095454965006,99.40180420900576,34.571869985093926,LFP,UV-Binder,83.34870541117093
112,131.51019159710899,99.4111983237549,34.70207752596921,LFP,UV-Binder,83.2342984791829
113,131.32613615352167,99.44303346343814,36.01529912747211,LFP,UV-Binder,83.11780769210233
114,131.14868911116767,99.44363652218556,34.20021838282497,LFP,UV-Binder,83.0054994374479
115,130.95374534961465,99.45803075112276,35.9340629922449,LFP,UV-Binder,82.88211730988269
116,130.78273689529667,99.52381966118006,35.43735081714479,LFP,UV-Binder,82.77388411094726
117,130.6012057366612,99.41268369391749,35.23723083837918,LFP,UV-Binder,82.65899097257038
