Voltage_V,Capacity_mAh_g,Chemistry,Cycle,Binder
2.8555555555555556,47.506878182885295,LFP,10,PVDF
2.8444444444444446,46.99277655481701,LFP,10,PVDF
2.8333333333333335,46.3468680112816,LFP,10,PVDF
2.8222222222222224,44.59803912869334,LFP,10,PVDF
2.811111111111111,42.699858692073406,LFP,10,PVDF
2.8,41.27051463442082,LFP,10,PVDF
2.7888888888888888,39.40827145772253,LFP,10,PVDF
2.7777777777777777,38.32614312294151,LFP,10,PVDF
2.7666666666666666,37.0777522742113,LFP,10,PVDF
2.7555555555555555,34.35791919349614,LFP,10,PVDF
2.7444444444444445,33.786735883850426,LFP,10,PVDF
2.7333333333333334,32.57417892813947,LFP,10,PVDF
2.7222222222222223,30.37146080091083,LFP,10,PVDF
2.7111111111111112,29.400410704183184,LFP,10,PVDF
2.7,28.928437073089547,LFP,10,PVDF
2.688888888888889,25.93998790709021,LFP,10,PVDF
2.677777777777778,24.659862281316695,LFP,10,PVDF
2.666666666666667,22.56522966721372,LFP,10,PVDF
2.6555555555555554,21.49593324307576,LFP,10,PVDF
2.6444444444444444,20.106492926996268,LFP,10,PVDF
2.6333333333333333,18.444827737370563,LFP,10,PVDF
2.6222222222222222,16.308608360111446,LFP,10,PVDF
2.611111111111111,15.392686358358983,LFP,10,PVDF
2.6,14.491652894785455,LFP,10,PVDF
2.588888888888889,12.45592226041428,LFP,10,PVDF
2.5777777777777775,11.183647425423258,LFP,10,PVDF
2.5666666666666664,9.055197298611404,LFP,10,PVDF
2.5555555555555554,8.019702856059952,LFP,10,PVDF
2.5444444444444443,6.255436108186741,LFP,10,PVDF
2.533333333333333,4.111396276965243,LFP,10,PVDF
2.522222222222222,3.217161596938676,LFP,10,PVDF
2.511111111111111,1.0331022155494642,LFP,10,PVDF
2.5,-0.31644013744239596,LFP,10,PVDF
3.6,142.02903470492993,LFP,50,PVDF
3.588888888888889,140.64931217735477,LFP,50,PVDF
3.577777777777778,138.47239329750712,LFP,50,PVDF
3.566666666666667,138.1603219050181,LFP,50,PVDF
3.555555555555556,136.4856516479579,LFP,50,PVDF
3.5444444444444447,134.4136037803832,LFP,50,PVDF
3.533333333333333,132.56349508934497,LFP,50,PVDF
3.522222222222222,131.82615468740983,LFP,50,PVDF
3.511111111111111,130.24195460940092,LFP,50,PVDF
3.5,129.087816184239,LFP,50,PVDF
3.488888888888889,127.41600711451568,LFP,50,PVDF
3.477777777777778,125.16015650410192,LFP,50,PVDF
3.466666666666667,124.53603095470481,LFP,50,PVDF
3.4555555555555557,123.14371435770222,LFP,50,PVDF
3.4444444444444446,122.17967391500439,LFP,50,PVDF
3.4333333333333336,120.08006305469281,LFP,50,PVDF
3.4222222222222225,119.8348197180656,LFP,50,PVDF
3.4111111111111114,116.60598159543441,LFP,50,PVDF
3.4,116.78370510904251,LFP,50,PVDF
3.388888888888889,114.58228136408314,LFP,50,PVDF
3.3777777777777778,113.69055277507495,LFP,50,PVDF
3.3666666666666667,111.86698057031352,LFP,50,PVDF
3.3555555555555556,110.96317708567787,LFP,50,PVDF
3.3444444444444446,108.7660378247697,LFP,50,PVDF
3.3333333333333335,106.97672808383818,LFP,50,PVDF
3.3222222222222224,106.80260992944359,LFP,50,PVDF
3.3111111111111113,104.60193695224798,LFP,50,PVDF
3.3000000000000003,103.33577600138211,LFP,50,PVDF
3.2888888888888888,102.40869221097334,LFP,50,PVDF
3.2777777777777777,99.8416581222847,LFP,50,PVDF
3.2666666666666666,99.22170068153252,LFP,50,PVDF
3.2555555555555555,97.19532734386243,LFP,50,PVDF
3.2444444444444445,95.99050953365266,LFP,50,PVDF
3.2333333333333334,94.65905318354797,LFP,50,PVDF
3.2222222222222223,92.43912225951333,LFP,50,PVDF
3.2111111111111112,91.36613415820756,LFP,50,PVDF
3.2,90.99740861520532,LFP,50,PVDF
3.188888888888889,89.33128725267214,LFP,50,PVDF
3.177777777777778,87.42319135909709,LFP,50,PVDF
3.166666666666667,86.14239236639813,LFP,50,PVDF
3.1555555555555554,84.44002887370438,LFP,50,PVDF
3.1444444444444444,83.83176130881758,LFP,50,PVDF
3.1333333333333333,81.61961281638747,LFP,50,PVDF
3.1222222222222222,80.40202964073298,LFP,50,PVDF
3.111111111111111,79.42544315611755,LFP,50,PVDF
3.1,77.03006183100455,LFP,50,PVDF
3.088888888888889,76.76446165505693,LFP,50,PVDF
3.077777777777778,73.78615584731777,LFP,50,PVDF
3.066666666666667,73.93252710712683,LFP,50,PVDF
3.0555555555555554,71.49768773897537,LFP,50,PVDF
3.0444444444444443,70.12899564641968,LFP,50,PVDF
3.033333333333333,67.87165942412183,LFP,50,PVDF
3.022222222222222,67.15558664040543,LFP,50,PVDF
3.011111111111111,65.42940022296182,LFP,50,PVDF
3.0,64.2117998051695,LFP,50,PVDF
2.988888888888889,63.01328698434277,LFP,50,PVDF
2.977777777777778,62.12715776385465,LFP,50,PVDF
2.966666666666667,60.31838312169948,LFP,50,PVDF
2.9555555555555557,58.934739262080704,LFP,50,PVDF
2.9444444444444446,56.799460730338346,LFP,50,PVDF
2.9333333333333336,55.47316286934074,LFP,50,PVDF
2.9222222222222225,55.37922191269873,LFP,50,PVDF
2.9111111111111114,52.678578375522434,LFP,50,PVDF
2.9,52.44060250831363,LFP,50,PVDF
2.888888888888889,50.05728727222552,LFP,50,PVDF
2.8777777777777778,48.74628132911869,LFP,50,PVDF
2.8666666666666667,47.84663943054287,LFP,50,PVDF
2.8555555555555556,46.51372255077822,LFP,50,PVDF
2.8444444444444446,44.388689549050326,LFP,50,PVDF
2.8333333333333335,42.816293791810075,LFP,50,PVDF
2.8222222222222224,41.548774583690715,LFP,50,PVDF
2.811111111111111,40.3120330614488,LFP,50,PVDF
2.8,39.1550256301486,LFP,50,PVDF
2.7888888888888888,37.277808205591775,LFP,50,PVDF
2.7777777777777777,36.15145591448726,LFP,50,PVDF
2.7666666666666666,35.227512120992124,LFP,50,PVDF
2.7555555555555555,33.165306550370026,LFP,50,PVDF
2.7444444444444445,31.696797661620995,LFP,50,PVDF
2.7333333333333334,29.347835310454553,LFP,50,PVDF
2.7222222222222223,27.35824514396603,LFP,50,PVDF
2.7111111111111112,27.434117566376624,LFP,50,PVDF
2.7,25.75883707550208,LFP,50,PVDF
2.688888888888889,24.115177343066126,LFP,50,PVDF
2.677777777777778,23.060653271997644,LFP,50,PVDF
2.666666666666667,21.475005794686997,LFP,50,PVDF
2.6555555555555554,20.635417273983318,LFP,50,PVDF
2.6444444444444444,18.68090207217684,LFP,50,PVDF
2.6333333333333333,16.830704484893243,LFP,50,PVDF
2.6222222222222222,16.265568736288948,LFP,50,PVDF
2.611111111111111,14.22823956871718,LFP,50,PVDF
2.6,13.166392937407412,LFP,50,PVDF
2.588888888888889,11.230738731855837,LFP,50,PVDF
2.5777777777777775,9.71085013158444,LFP,50,PVDF
2.5666666666666664,8.644167178806983,LFP,50,PVDF
2.5555555555555554,7.174816874866955,LFP,50,PVDF
2.5444444444444443,5.974635560159506,LFP,50,PVDF
2.533333333333333,4.166718655202196,LFP,50,PVDF
2.522222222222222,1.9491811293528458,LFP,50,PVDF
2.511111111111111,1.2172935688248279,LFP,50,PVDF
2.5,0.3969092335719078,LFP,50,PVDF
3.6,133.1196073664437,LFP,100,PVDF
3.588888888888889,131.79895930676693,LFP,100,PVDF
3.577777777777778,131.0691948629361,LFP,100,PVDF
3.566666666666667,128.87387559831262,LFP,100,PVDF
3.555555555555556,127.11231620477956,LFP,100,PVDF
3.5444444444444447,126.45725785609721,LFP,100,PVDF
3.533333333333333,124.94934204219447,LFP,100,PVDF
3.522222222222222,123.36216145990116,LFP,100,PVDF
3.511111111111111,122.4114509937874,LFP,100,PVDF
3.5,121.39874864731907,LFP,100,PVDF
3.488888888888889,119.8022071448707,LFP,100,PVDF
3.477777777777778,118.61419756395667,LFP,100,PVDF
3.466666666666667,118.0212664788302,LFP,100,PVDF
3.4555555555555557,115.59697880075265,LFP,100,PVDF
3.4444444444444446,114.56144815081271,LFP,100,PVDF
3.4333333333333336,112.82152275414975,LFP,100,PVDF
3.4222222222222225,111.30680517746478,LFP,100,PVDF
3.4111111111111114,110.09138681265833,LFP,100,PVDF
3.4,108.79831695556524,LFP,100,PVDF
3.388888888888889,107.8712897420586,LFP,100,PVDF
3.3777777777777778,107.51994533859435,LFP,100,PVDF
3.3666666666666667,104.641241329065,LFP,100,PVDF
3.3555555555555556,103.44480599635413,LFP,100,PVDF
3.3444444444444446,102.27541274456519,LFP,100,PVDF
3.3333333333333335,101.15872927743462,LFP,100,PVDF
3.3222222222222224,99.74646086101609,LFP,100,PVDF
3.3111111111111113,98.9105889539717,LFP,100,PVDF
3.3000000000000003,95.70920062368896,LFP,100,PVDF
3.2888888888888888,94.38278732581763,LFP,100,PVDF
3.2777777777777777,93.98216877686933,LFP,100,PVDF
3.2666666666666666,93.4326135586052,LFP,100,PVDF
3.2555555555555555,90.75499505098949,LFP,100,PVDF
3.2444444444444445,88.68785849890433,LFP,100,PVDF
3.2333333333333334,89.13111997381976,LFP,100,PVDF
3.2222222222222223,87.62121448452046,LFP,100,PVDF
3.2111111111111112,85.60813727122833,LFP,100,PVDF
3.2,84.31432727622652,LFP,100,PVDF
3.188888888888889,82.9760808187286,LFP,100,PVDF
3.177777777777778,82.17007593924184,LFP,100,PVDF
3.166666666666667,80.45550624437232,LFP,100,PVDF
3.1555555555555554,79.66955144391046,LFP,100,PVDF
3.1444444444444444,76.64906175492945,LFP,100,PVDF
3.1333333333333333,76.30180475577669,LFP,100,PVDF
3.1222222222222222,74.82105930984402,LFP,100,PVDF
3.111111111111111,73.90977155307223,LFP,100,PVDF
3.1,72.42277361497234,LFP,100,PVDF
3.088888888888889,71.74457498612425,LFP,100,PVDF
3.077777777777778,69.06984031230527,LFP,100,PVDF
3.066666666666667,68.67611003825961,LFP,100,PVDF
3.0555555555555554,67.58638811365898,LFP,100,PVDF
3.0444444444444443,66.88939922229305,LFP,100,PVDF
3.033333333333333,64.37404812042428,LFP,100,PVDF
3.022222222222222,63.43101601010621,LFP,100,PVDF
3.011111111111111,61.02071091360771,LFP,100,PVDF
3.0,59.38051980969133,LFP,100,PVDF
2.988888888888889,59.652740701697624,LFP,100,PVDF
2.977777777777778,57.88142896894168,LFP,100,PVDF
2.966666666666667,57.12732106262387,LFP,100,PVDF
2.9555555555555557,54.50521887519873,LFP,100,PVDF
2.9444444444444446,54.105726991406925,LFP,100,PVDF
2.9333333333333336,53.434040443873414,LFP,100,PVDF
2.9222222222222225,51.363339929739055,LFP,100,PVDF
2.9111111111111114,49.945633480314896,LFP,100,PVDF
2.9,48.46547636989043,LFP,100,PVDF
2.888888888888889,46.32961320287425,LFP,100,PVDF
2.8777777777777778,46.44669600125132,LFP,100,PVDF
2.8666666666666667,44.11733631545255,LFP,100,PVDF
2.8555555555555556,43.32886236550553,LFP,100,PVDF
2.8444444444444446,40.94895918598734,LFP,100,PVDF
2.8333333333333335,39.79460210897802,LFP,100,PVDF
2.8222222222222224,39.75573124280197,LFP,100,PVDF
2.811111111111111,37.518392000670815,LFP,100,PVDF
2.8,37.07253648512995,LFP,100,PVDF
2.7888888888888888,34.96063901953836,LFP,100,PVDF
2.7777777777777777,32.732661064547635,LFP,100,PVDF
2.7666666666666666,32.753499352851364,LFP,100,PVDF
2.7555555555555555,30.666374996066644,LFP,100,PVDF
2.7444444444444445,29.96452116366191,LFP,100,PVDF
2.7333333333333334,28.28163779263237,LFP,100,PVDF
2.7222222222222223,26.15132884684984,LFP,100,PVDF
2.7111111111111112,25.658890945465497,LFP,100,PVDF
2.7,25.32871073581555,LFP,100,PVDF
2.688888888888889,23.130947995955328,LFP,100,PVDF
2.677777777777778,21.509551492154305,LFP,100,PVDF
2.666666666666667,20.72983767159443,LFP,100,PVDF
2.6555555555555554,18.951355805176426,LFP,100,PVDF
2.6444444444444444,17.60464428966521,LFP,100,PVDF
2.6333333333333333,15.607920190413202,LFP,100,PVDF
2.6222222222222222,14.924512391346493,LFP,100,PVDF
2.611111111111111,13.97916568861911,LFP,100,PVDF
2.6,11.697268506319565,LFP,100,PVDF
2.588888888888889,11.481403094951991,LFP,100,PVDF
2.5777777777777775,9.377157774214846,LFP,100,PVDF
2.5666666666666664,7.63298163247708,LFP,100,PVDF
2.5555555555555554,7.229538028665413,LFP,100,PVDF
2.5444444444444443,5.241180474295098,LFP,100,PVDF
2.533333333333333,4.418190637866228,LFP,100,PVDF
2.522222222222222,2.546409479952848,LFP,100,PVDF
2.511111111111111,1.3162313262761063,LFP,100,PVDF
2.5,0.2467801021671458,LFP,100,PVDF
3.6,125.49633541539575,LFP,150,PVDF
3.588888888888889,123.08695042176277,LFP,150,PVDF
3.577777777777778,122.2579238673293,LFP,150,PVDF
3.566666666666667,122.01708015515979,LFP,150,PVDF
3.555555555555556,120.22013629370149,LFP,150,PVDF
3.5444444444444447,118.75816836215442,LFP,150,PVDF
3.533333333333333,117.07457643129922,LFP,150,PVDF
3.522222222222222,115.94782470367791,LFP,150,PVDF
3.511111111111111,114.21062296972273,LFP,150,PVDF
3.5,113.90471135574082,LFP,150,PVDF
3.488888888888889,112.38996235018894,LFP,150,PVDF
3.477777777777778,110.93971662037467,LFP,150,PVDF
3.466666666666667,110.12277827867122,LFP,150,PVDF
3.4555555555555557,109.07265473206945,LFP,150,PVDF
3.4444444444444446,108.67109780813593,LFP,150,PVDF
3.4333333333333336,105.60238655763722,LFP,150,PVDF
3.4222222222222225,105.67184821445697,LFP,150,PVDF
3.4111111111111114,104.31253789870213,LFP,150,PVDF
3.4,102.17027017389407,LFP,150,PVDF
3.388888888888889,101.3952639462633,LFP,150,PVDF
3.3777777777777778,99.79865876968935,LFP,150,PVDF
3.3666666666666667,98.85414910995542,LFP,150,PVDF
3.3555555555555556,98.24969975183619,LFP,150,PVDF
3.3444444444444446,96.53176678683745,LFP,150,PVDF
3.3333333333333335,95.2170972825264,LFP,150,PVDF
3.3222222222222224,93.48146786132023,LFP,150,PVDF
3.3111111111111113,91.68842361422325,LFP,150,PVDF
3.3000000000000003,91.06004726680308,LFP,150,PVDF
3.2888888888888888,90.50141487489309,LFP,150,PVDF
3.2777777777777777,87.86835629455418,LFP,150,PVDF
3.2666666666666666,86.83822496414854,LFP,150,PVDF
3.2555555555555555,86.1627329417418,LFP,150,PVDF
3.2444444444444445,84.34110110658898,LFP,150,PVDF
3.2333333333333334,83.1709962008429,LFP,150,PVDF
3.2222222222222223,82.08928805892428,LFP,150,PVDF
3.2111111111111112,80.35210807308117,LFP,150,PVDF
3.2,79.28168527745594,LFP,150,PVDF
3.188888888888889,78.85428958434566,LFP,150,PVDF
3.177777777777778,76.5827201602244,LFP,150,PVDF
3.166666666666667,75.17129840948033,LFP,150,PVDF
3.1555555555555554,74.38905141234864,LFP,150,PVDF
3.1444444444444444,73.80387107875838,LFP,150,PVDF
3.1333333333333333,72.07326184889288,LFP,150,PVDF
3.1222222222222222,70.6732616392214,LFP,150,PVDF
3.111111111111111,69.66156100242489,LFP,150,PVDF
3.1,67.50035731262513,LFP,150,PVDF
3.088888888888889,67.35439328133036,LFP,150,PVDF
3.077777777777778,66.03258739553254,LFP,150,PVDF
3.066666666666667,64.37004506817071,LFP,150,PVDF
3.0555555555555554,63.81149098650462,LFP,150,PVDF
3.0444444444444443,61.47861010651776,LFP,150,PVDF
3.033333333333333,61.340142078008945,LFP,150,PVDF
3.022222222222222,59.58726383956767,LFP,150,PVDF
3.011111111111111,58.07557013721883,LFP,150,PVDF
3.0,56.967739039861634,LFP,150,PVDF
2.988888888888889,55.657872900028195,LFP,150,PVDF
2.977777777777778,55.055476156530396,LFP,150,PVDF
2.966666666666667,52.64082456997391,LFP,150,PVDF
2.9555555555555557,51.531733939523996,LFP,150,PVDF
2.9444444444444446,51.16497443052141,LFP,150,PVDF
2.9333333333333336,49.08288494228112,LFP,150,PVDF
2.9222222222222225,48.56474837392671,LFP,150,PVDF
2.9111111111111114,47.69802925215315,LFP,150,PVDF
2.9,45.38124317256581,LFP,150,PVDF
2.888888888888889,44.656651274712154,LFP,150,PVDF
2.8777777777777778,42.47295339614245,LFP,150,PVDF
2.8666666666666667,42.16099561123415,LFP,150,PVDF
2.8555555555555556,40.617170380581506,LFP,150,PVDF
2.8444444444444446,39.48780695405611,LFP,150,PVDF
2.8333333333333335,37.66233120234618,LFP,150,PVDF
2.8222222222222224,35.88840495596817,LFP,150,PVDF
2.811111111111111,35.70440212151433,LFP,150,PVDF
2.8,33.154903938287724,LFP,150,PVDF
2.7888888888888888,32.76175969379406,LFP,150,PVDF
2.7777777777777777,32.12485529851319,LFP,150,PVDF
2.7666666666666666,30.484042658627597,LFP,150,PVDF
2.7555555555555555,30.096094538473864,LFP,150,PVDF
2.7444444444444445,28.368307217757717,LFP,150,PVDF
2.7333333333333334,26.262632872691917,LFP,150,PVDF
2.7222222222222223,25.337068182168302,LFP,150,PVDF
2.7111111111111112,24.033555566358242,LFP,150,PVDF
2.7,21.999981961345274,LFP,150,PVDF
2.688888888888889,21.054700310164034,LFP,150,PVDF
2.677777777777778,19.978348740304156,LFP,150,PVDF
2.666666666666667,17.974448367753993,LFP,150,PVDF
2.6555555555555554,17.75013477869561,LFP,150,PVDF
2.6444444444444444,16.335681547631147,LFP,150,PVDF
2.6333333333333333,14.357599944689753,LFP,150,PVDF
2.6222222222222222,14.129982753372083,LFP,150,PVDF
2.611111111111111,13.019642118466772,LFP,150,PVDF
2.6,11.509052410941614,LFP,150,PVDF
2.588888888888889,9.967330509292557,LFP,150,PVDF
2.5777777777777775,9.158915098160797,LFP,150,PVDF
2.5666666666666664,7.9371336279110904,LFP,150,PVDF
2.5555555555555554,6.484554657920466,LFP,150,PVDF
2.5444444444444443,4.652376173231116,LFP,150,PVDF
2.533333333333333,3.936812106591963,LFP,150,PVDF
2.522222222222222,3.1300814746369876,LFP,150,PVDF
2.511111111111111,0.967856045306259,LFP,150,PVDF
2.5,1.0489696695662156,LFP,150,PVDF
3.6,117.60418302039763,LFP,200,PVDF
3.588888888888889,116.69262625176351,LFP,200,PVDF
3.577777777777778,115.14960420479342,LFP,200,PVDF
3.566666666666667,114.40690667845985,LFP,200,PVDF
3.555555555555556,112.23358467188523,LFP,200,PVDF
3.5444444444444447,111.64109887649762,LFP,200,PVDF
3.533333333333333,110.17748343343479,LFP,200,PVDF
3.522222222222222,109.60063746525834,LFP,200,PVDF
3.511111111111111,108.83961623676979,LFP,200,PVDF
3.5,107.47481990027575,LFP,200,PVDF
3.488888888888889,104.77541138399215,LFP,200,PVDF
3.477777777777778,105.79170014858867,LFP,200,PVDF
3.466666666666667,103.72772955013829,LFP,200,PVDF
